1,2020-06-15 21:28:30.8700000,17,2020-06-18 14:20:04.3100000,17,17,SupplierTest,supplier@gmail.com,2020-06-18,"Test123Supplier "
2,2020-06-18 14:19:23.7666667,17,2021-05-12 10:02:26.6766667,17,17,Jose Rizal,jose.rizal@gmail.com,NULL,test123 4
3,2020-06-18 17:07:11.2400000,36,2020-10-26 17:26:41.9833333,36,35,tius,tiuyuti@yahoo.com,2020-10-26," bodybag"
4,2020-06-18 17:23:56.2100000,17,2022-04-18 15:17:02.1733333,17,17,China  Supplier,chinasupplier@chinamail.com,NULL," "
5,2020-06-23 17:14:21.2033333,1,2024-03-20 16:07:36.9700000,1,1,Mr Jose Bonifacio,,NULL," "
6,2020-06-24 14:17:37.1900000,19,2020-06-27 18:04:02.8300000,19,19,Supplier Binangonan 2,,NULL," 105.11"
7,2020-07-03 14:10:43.3566667,36,2020-07-03 14:10:43.3566667,36,36,TIU YU TI,,NULL," TIU TI"
8,2020-07-14 11:38:04.9900000,1,2024-03-20 16:05:49.8033333,1,1,Mr Juan Dela Cruz,,NULL," "
9,2020-07-24 09:51:58.4066667,36,2021-05-29 13:47:35.8300000,36,35,KHOPING,KHOPING@YAHOO.COM,2021-05-29," SATIN "
10,2020-07-24 09:54:23.4100000,36,2021-07-16 13:24:02.6800000,36,35,TIU YU TI,tiuti@yahoo.com,NULL,
11,2020-10-26 16:39:06.5166667,1,2020-10-26 16:39:06.5166667,1,35,V8-CROCO,,NULL,
12,2020-10-26 16:39:06.5166667,1,2020-10-26 16:39:06.5166667,1,35,DI FEI ER,,NULL,
13,2020-10-26 16:39:06.5166667,1,2021-11-19 09:10:57.5500000,41,35,FORTUNE MOUSE,,NULL,
14,2020-10-26 16:39:06.5166667,1,2024-11-21 09:12:09.9800000,41,35,PARLONTIS,,2024-11-21,
15,2020-10-26 16:39:06.5166667,1,2024-11-21 09:09:59.9400000,41,35,Lee Bei Ling,,2024-11-21,
16,2020-10-26 16:39:06.5166667,1,2025-03-27 08:28:22.7633333,41,35,HENG LI LEATHER,,2025-03-27,
17,2020-10-26 16:39:06.5166667,1,2025-06-27 16:55:40.1666667,41,35,HENG DA RITA,,2025-06-27,
18,2020-10-26 16:39:06.5166667,1,2021-06-02 11:16:06.3166667,41,35,XIAO PAO,,2021-06-02,
19,2020-10-26 16:39:06.5166667,1,2020-10-26 16:39:06.5166667,1,35,Kho Phing,,NULL,
20,2020-10-26 16:39:06.5166667,1,2024-11-21 09:10:34.5733333,41,35,LIM WEE HOCK,,2024-11-21,
21,2020-10-26 16:39:06.5166667,1,2024-11-21 09:18:18.3300000,41,35,YA SHI,,2024-11-21,
22,2020-10-26 16:39:06.5166667,1,2025-06-16 08:50:20.8900000,41,35,FU LI DA LEATHER,,2025-06-16,
23,2020-10-26 16:39:06.5166667,1,2021-06-26 14:54:53.5033333,41,35,NZJ,,NULL,
24,2020-10-26 16:39:06.5166667,1,2025-02-04 10:29:55.8833333,41,35,BEAUTIFUL CROWN,,2025-02-04,
25,2020-10-26 16:39:06.5166667,1,2021-06-07 15:16:54.2266667,41,35,GUANZHOU YAN CHENG,,NULL,
26,2020-10-26 16:39:06.5166667,1,2024-11-22 08:33:16.6900000,36,35,LOO TSU PING,,2024-11-22,
27,2020-10-26 16:39:06.5166667,1,2020-10-26 16:39:06.5166667,1,35,WEI RONG LEATHER-WALLET,,NULL,
28,2020-10-26 16:39:06.5166667,1,2024-11-21 09:17:54.9000000,41,35,XUE LI BEI ER LEATHER,,2024-11-21,
29,2020-10-26 16:39:06.5166667,1,2020-10-26 16:39:06.5166667,1,35,XIAO MEI,,NULL,
30,2020-10-26 16:39:06.5166667,1,2024-11-21 09:17:34.2500000,41,35,XINSHENG,,2024-11-21,
31,2020-10-26 16:39:06.5166667,1,2024-11-22 08:26:26.5500000,36,35,AMY,,2024-11-22,
32,2020-10-26 16:39:06.5166667,1,2024-11-21 08:22:06.7400000,36,35,FEIDI,,2024-11-21,
33,2020-10-26 16:39:06.5166667,1,2024-11-21 08:21:32.5766667,36,35,B & G,,2024-11-21,
34,2020-10-26 16:39:06.5166667,1,2025-06-27 16:51:32.7866667,41,35,"GUAZZ LEATHER CO., LTD",,2025-06-27,
35,2020-10-28 21:44:46.8533333,17,2020-10-28 21:44:46.8533333,17,17,Test,123@gmai.com,NULL," "
36,2021-04-19 09:56:41.5200000,1,2024-11-21 09:09:36.5700000,41,35,KUU XIAO XIA,,2024-11-21,
37,2021-04-19 09:56:41.5200000,1,2021-06-02 11:13:07.3800000,41,35,SAMPLE,,2021-06-02,
38,2021-04-19 09:56:41.5200000,1,2024-11-21 08:22:28.9333333,36,35,PATTERN PARIS,,2024-11-21,
39,2021-04-19 09:56:41.5200000,1,2024-11-21 09:12:52.5133333,41,35,RYFER,,2024-11-21,
40,2021-04-19 09:56:41.5200000,1,2024-11-21 09:14:01.7600000,41,35,SU RAN LEATHER,,2024-11-21,
41,2021-04-19 09:56:41.5200000,1,2021-04-19 09:56:41.5200000,1,35,A1CHINA SAMPLE,,NULL,
42,2021-04-19 09:56:41.5200000,1,2021-06-02 11:14:18.0700000,41,35,YA HAO,,2021-06-02,
43,2021-04-19 09:56:41.5200000,1,2021-06-02 11:08:46.4966667,41,35,Biyibi,,2021-06-02,
44,2021-04-19 09:56:41.5200000,1,2021-06-26 14:22:17.3066667,41,35,LI DU,,NULL,
45,2021-04-19 09:56:41.5200000,1,2021-08-18 10:52:23.6166667,36,35,FD FASHION,,2021-08-18,
46,2021-04-19 09:56:41.5200000,1,2024-11-21 09:18:55.7200000,41,35,YUE FENG (AMY),,2024-11-21,
47,2021-04-19 09:56:41.5200000,1,2021-08-14 13:56:34.1300000,36,35,A8 POP,,2021-08-14,
48,2021-04-19 09:56:41.5200000,1,2024-11-21 09:10:15.0000000,41,35,Lee Lei Quing,,2024-11-21,
49,2021-04-19 09:56:41.5200000,1,2024-11-21 08:33:26.6433333,41,35,CARA LEATHER,,2024-11-21,
